iter	Passed	Remaining
431	65701	86385
432	65840	86215
433	65984	86053
434	66120	85880
435	66260	85713
436	66401	85546
437	66552	85393
438	66688	85221
439	66832	85059
440	66973	84893
441	67124	84741
442	67272	84584
443	67442	84454
444	67587	84295
445	67734	84137
446	67878	83974
447	68016	83806
448	68169	83655
449	68323	83506
450	68467	83344
451	68612	83185
452	68759	83027
453	68918	82884
454	69091	82757
455	69230	82590
456	69365	82418
457	69505	82253
458	69647	82089
459	69798	81937
460	69941	81775
461	70085	81614
462	70228	81453
463	70371	81290
464	70509	81124
465	70650	80960
466	70797	80803
467	70949	80652
468	71099	80498
469	71255	80351
470	71388	80179
471	71528	80015
472	71671	79853
473	71805	79683
474	71982	79559
475	72128	79402
476	72273	79243
477	72420	79086
478	72561	78923
479	72703	78762
480	72850	78606
481	73008	78461
482	73158	78308
483	73320	78168
484	73468	78013
485	73614	77855
486	73764	77702
487	73913	77548
488	74058	77389
489	74211	77241
490	74359	77085
491	74509	76932
492	74648	76768
493	74799	76616
494	74946	76460
495	75097	76308
496	75253	76162
497	75401	76007
498	75567	75870
499	75712	75712
500	75864	75561
501	76008	75403
502	76147	75239
503	76304	75093
504	76449	74935
505	76601	74785
506	76755	74635
507	76905	74483
508	77075	74350
509	77237	74208
510	77396	74064
511	77569	73933
512	77752	73812
513	77930	73685
514	78079	73531
515	78221	73370
516	78400	73244
517	78559	73099
518	78704	72942
519	78843	72778
520	79016	72646
521	79170	72497
522	79315	72339
523	79461	72182
524	79619	72036
525	79762	71877
526	79930	71740
527	80102	71607
528	80273	71472
529	80468	71359
530	80646	71229
531	80791	71072
532	80933	70911
533	81071	70747
534	81212	70586
535	81369	70439
536	81509	70277
537	81652	70118
538	81800	69962
539	81953	69812
540	82192	69734
541	82356	69592
542	82530	69459
543	82710	69330
544	82856	69174
545	82998	69013
546	83150	68861
547	83316	68720
548	83460	68562
549	83598	68398
550	83789	68278
551	83987	68164
552	84133	68006
553	84306	67870
554	84486	67741
555	84645	67594
556	84794	67440
557	84974	67309
558	85122	67153
559	85259	66989
560	85414	66839
561	85563	66684
562	85713	66530
563	85859	66373
564	86012	66221
565	86229	66119
566	86413	65991
567	86563	65837
568	86709	65679
569	86857	65523
570	87004	65367
571	87161	65218
572	87330	65078
573	87485	64928
574	87633	64772
575	87787	64621
576	87939	64468
577	88082	64309
578	88230	64154
579	88410	64021
580	88569	63873
581	88729	63727
582	88883	63575
583	89037	63424
584	89189	63270
585	89345	63121
586	89496	62967
587	89656	62820
588	89818	62674
589	90030	62563
590	90220	62436
591	90399	62302
592	90595	62179
593	90751	62028
594	90897	61871
595	91046	61716
596	91202	61565
597	91359	61415
598	91516	61265
599	91677	61118
600	91827	60963
601	91979	60810
602	92134	60659
603	92281	60502
604	92422	60341
605	92581	60193
606	92749	60050
607	92895	59893
608	93036	59732
609	93254	59621
610	93405	59467
611	93608	59346
612	93786	59209
613	93942	59058
614	94091	58902
615	94241	58748
616	94391	58593
617	94536	58434
618	94704	58291
619	94863	58141
620	95006	57983
621	95146	57822
622	95301	57670
623	95447	57513
624	95595	57357
625	95740	57199
626	95897	57048
627	96047	56894
628	96192	56736
629	96344	56583
630	96497	56430
631	96645	56274
632	96830	56139
633	96985	55988
634	97135	55833
635	97275	55673
636	97424	55518
637	97575	55364
638	97722	55208
639	97875	55055
640	98021	54898
641	98167	54741
642	98315	54585
643	98461	54429
644	98610	54273
645	98746	54112
646	98901	53960
647	99057	53808
648	99220	53661
649	99358	53500
650	99494	53338
651	99636	53180
652	99779	53022
653	99927	52866
654	100076	52712
655	100220	52554
656	100362	52396
657	100502	52236
658	100663	52088
659	100825	51940
660	100963	51780
661	101113	51626
662	101268	51474
663	101422	51322
664	101580	51172
665	101728	51016
666	101887	50867
667	102028	50708
668	102172	50551
669	102316	50394
670	102457	50236
671	102600	50078
672	102747	49923
673	102883	49762
674	103086	49634
675	103271	49497
676	103433	49348
677	103611	49207
678	103776	49060
679	103916	48902
680	104057	48743
681	104204	48588
682	104353	48433
683	104515	48285
684	104690	48142
685	104858	47996
686	105000	47838
687	105138	47678
688	105275	47518
689	105426	47365
690	105589	47217
691	105751	47068
692	105904	46915
693	106047	46758
694	106195	46603
695	106335	46445
696	106481	46289
697	106629	46134
698	106769	45976
699	106910	45818
700	107049	45660
701	107189	45502
702	107328	45343
703	107472	45187
704	107624	45034
705	107765	44877
706	107901	44717
707	108044	44560
708	108192	44406
709	108356	44258
710	108510	44106
711	108652	43949
712	108812	43799
713	108956	43643
714	109110	43491
715	109261	43338
716	109403	43181
717	109562	43031
718	109754	42894
719	109935	42752
720	110078	42596
721	110240	42447
722	110413	42302
723	110580	42155
724	110741	42005
725	110886	41849
726	111041	41697
727	111186	41542
728	111330	41386
729	111475	41230
730	111612	41072
731	111761	40918
732	111929	40770
733	112113	40629
734	112263	40476
735	112406	40319
736	112553	40164
737	112700	40010
738	112847	39855
739	112996	39701
740	113154	39550
741	113302	39396
742	113454	39243
743	113603	39089
744	113771	38942
745	113940	38794
746	114126	38653
747	114306	38509
748	114457	38356
749	114611	38203
750	114771	38053
751	114953	37910
752	115107	37757
753	115247	37600
754	115397	37446
755	115553	37295
756	115713	37144
757	115875	36994
758	116021	36839
759	116204	36696
760	116370	36547
761	116526	36395
762	116677	36241
763	116832	36089
764	116985	35936
765	117139	35784
766	117297	35632
767	117456	35481
768	117620	35331
769	117778	35180
770	117933	35028
771	118086	34875
772	118233	34720
773	118419	34577
774	118606	34434
775	118763	34282
776	118912	34128
777	119063	33974
778	119232	33825
779	119385	33672
780	119538	33519
781	119719	33374
782	119872	33221
783	120021	33067
784	120170	32913
785	120317	32758
786	120473	32605
787	120634	32455
788	120788	32302
789	120999	32164
790	121148	32010
791	121316	31860
792	121481	31710
793	121642	31559
794	121812	31410
795	121980	31261
796	122168	31117
797	122356	30972
798	122504	30817
799	122676	30669
800	122871	30526
801	123031	30374
802	123178	30219
803	123332	30066
804	123485	29912
805	123639	29759
806	123798	29607
807	123949	29453
808	124106	29300
809	124255	29146
810	124412	28993
811	124554	28837
812	124704	28683
813	124859	28530
814	125011	28376
815	125167	28224
816	125313	28068
817	125464	27915
818	125617	27761
819	125767	27607
820	125911	27452
821	126055	27296
822	126208	27143
823	126360	26989
824	126517	26837
825	126680	26685
826	126824	26530
827	126983	26378
828	127136	26224
829	127288	26071
830	127434	25916
831	127575	25760
832	127728	25607
833	127887	25454
834	128051	25303
835	128205	25150
836	128414	25007
837	128569	24854
838	128718	24700
839	128863	24545
840	129009	24390
841	129163	24237
842	129321	24084
843	129472	23930
844	129608	23774
845	129745	23617
846	129892	23463
847	130037	23308
848	130178	23153
849	130327	22998
850	130477	22844
851	130652	22695
852	130815	22543
853	130954	22387
854	131092	22232
855	131238	22077
856	131393	21924
857	131561	21773
858	131707	21618
859	131841	21462
860	131983	21307
861	132129	21153
862	132266	20997
863	132402	20841
864	132546	20686
865	132760	20542
866	132942	20393
867	133089	20239
868	133231	20084
869	133372	19929
870	133525	19775
871	133712	19627
872	133886	19477
873	134016	19320
874	134160	19165
875	134327	19014
876	134485	18861
877	134636	18708
878	134773	18552
879	134926	18399
880	135066	18243
881	135206	18088
882	135341	17933
883	135513	17782
884	135717	17635
885	135893	17485
886	136042	17331
887	136189	17177
888	136339	17023
889	136486	16869
890	136636	16715
891	136782	16561
892	136922	16406
893	137076	16252
894	137220	16098
895	137353	15942
896	137490	15787
897	137641	15634
898	137803	15481
899	137954	15328
900	138114	15175
901	138290	15024
902	138463	14873
903	138614	14720
904	138768	14566
905	138904	14411
906	139059	14258
907	139225	14106
908	139385	13953
909	139559	13802
910	139739	13651
911	139910	13500
912	140067	13347
913	140248	13196
914	140401	13042
915	140549	12888
916	140714	12736
917	140882	12584
918	141029	12430
919	141206	12278
920	141371	12126
921	141520	11972
922	141670	11818
923	141848	11667
924	142042	11516
925	142327	11373
926	142630	11231
927	142803	11079
928	142973	10926
929	143144	10774
930	143291	10619
931	143425	10464
932	143572	10310
933	143706	10154
934	143824	9998
935	143928	9841
936	144023	9683
937	144132	9526
938	144256	9371
939	144360	9214
940	144464	9057
941	144574	8901
942	144667	8744
943	144764	8587
944	144867	8431
945	144962	8274
946	145062	8118
947	145167	7962
948	145267	7806
949	145373	7651
950	145462	7494
951	145562	7339
952	145670	7184
953	145767	7028
954	145866	6873
955	145958	6717
956	146064	6562
957	146166	6408
958	146273	6253
959	146375	6098
960	146468	5944
961	146570	5789
962	146676	5635
963	146776	5481
964	146886	5327
965	147011	5174
966	147116	5020
967	147228	4867
968	147356	4714
969	147475	4561
970	147583	4407
971	147686	4254
972	147790	4101
973	147892	3947
974	148006	3795
975	148118	3642
976	148219	3489
977	148317	3336
978	148431	3183
979	148540	3031
980	148655	2879
981	148806	2727
982	148965	2576
983	149089	2424
984	149230	2272
985	149371	2120
986	149502	1969
987	149633	1817
988	149769	1665
989	149913	1514
990	150065	1362
991	150196	1211
992	150334	1059
993	150468	908
994	150611	756
995	150762	605
996	150908	454
997	151059	302
998	151206	151
999	151350	0
