iter	Logloss
0	0.485724405
1	0.3326487551
2	0.2391035514
3	0.1820243667
4	0.1426251601
5	0.1154924696
6	0.09386746504
7	0.07768596442
8	0.06680440615
9	0.0548628571
10	0.04612317459
11	0.03928806221
12	0.03363531408
13	0.02958178376
14	0.02551617421
15	0.02359957858
16	0.02147284648
17	0.01976658305
18	0.01811313629
19	0.0165948887
20	0.01516591423
21	0.01411887578
22	0.0130120974
23	0.0121083509
24	0.01101147865
25	0.01023543337
26	0.009434511004
27	0.009030275901
28	0.008634478993
29	0.00815405932
30	0.007792709339
31	0.007313043779
32	0.007102929371
33	0.00682465843
34	0.006517608881
35	0.006297523107
36	0.006141732636
37	0.005950469126
38	0.005725269586
39	0.005539140951
40	0.005341257368
41	0.005104917875
42	0.004953655918
43	0.004809975384
44	0.004700471698
45	0.004509259518
46	0.004407060938
47	0.004299952471
48	0.004203421249
49	0.004094231776
50	0.003937651934
51	0.003832898629
52	0.003729706319
53	0.003663908788
54	0.00360545594
55	0.003507846798
56	0.003440178616
57	0.003362463274
58	0.003284129099
59	0.003197562527
60	0.003136669366
61	0.003070194716
62	0.00297255871
63	0.00293059848
64	0.002888944787
65	0.002832812563
66	0.002779123529
67	0.002740957607
68	0.002670650511
69	0.002620566299
70	0.002521615873
71	0.002479999598
72	0.002415861882
73	0.002375406998
74	0.002334849455
75	0.002286816987
76	0.002254859782
77	0.002226224368
78	0.002199562503
79	0.002175633336
80	0.002143702277
81	0.002119159794
82	0.002094982615
83	0.00209448587
84	0.002061126218
85	0.002055709511
86	0.00205564259
87	0.00202560041
88	0.002025601849
89	0.002025520778
90	0.002025560594
91	0.002025076081
92	0.001991120143
93	0.00196369553
94	0.00196369553
95	0.00196369553
96	0.001940773886
97	0.001940762853
98	0.001940769929
99	0.001940792355
100	0.00194075134
101	0.001913275037
102	0.001913227905
103	0.001913033141
104	0.001901236218
105	0.001901218229
106	0.001901177813
107	0.001901145432
108	0.001901162702
109	0.001901164981
110	0.001901152388
111	0.001901100099
112	0.00188096932
113	0.001880923747
114	0.00188091895
115	0.001859394118
116	0.001859347345
117	0.001847528596
118	0.001833827323
119	0.001833786907
120	0.001833737736
121	0.001833328059
122	0.001833285604
123	0.001813029619
124	0.001813038374
125	0.001813010191
126	0.001800511205
127	0.001785155513
128	0.001777099652
129	0.001777054438
130	0.001758141297
131	0.001758149092
132	0.001758122708
133	0.00175788369
134	0.001757861023
135	0.001754297937
136	0.001754252244
137	0.001754180047
138	0.001738003562
139	0.001737984613
140	0.001737967583
141	0.001726286752
142	0.001710897001
