iter	MultiClass
0	0.9261208207
1	0.7955391278
2	0.6919512995
3	0.6079936019
4	0.5383430643
5	0.4795445405
6	0.4284512134
7	0.3850277608
8	0.3470228201
9	0.3130809656
10	0.2838934159
11	0.2582199885
12	0.2354202039
13	0.2150770193
14	0.1969056474
15	0.1808641984
16	0.1659487275
17	0.1532775044
18	0.1418239976
19	0.1310007577
20	0.121602132
21	0.1124659205
22	0.1050437765
23	0.09811821564
24	0.09183122351
25	0.08552325866
26	0.08018220942
27	0.0754869177
28	0.07101979357
29	0.06700340201
30	0.06340584335
31	0.06015488181
32	0.05701630195
33	0.05391838282
34	0.05143938615
35	0.04900696821
36	0.04651942384
37	0.0449617009
38	0.04294918721
39	0.0412375082
40	0.03940089727
41	0.03789615805
42	0.03712288065
43	0.03555585171
44	0.03454163386
45	0.03346678203
46	0.03264334079
47	0.03176704337
48	0.03098918602
49	0.03025339237
50	0.02969913425
51	0.0291064416
52	0.02825109604
53	0.02753872625
54	0.02673936977
55	0.02622400069
56	0.02538088071
57	0.02492224511
58	0.02441376335
59	0.02380208302
60	0.02343683214
61	0.02309625504
62	0.02280576526
63	0.02239919506
64	0.0221284791
65	0.02168728907
66	0.02133469045
67	0.02095113598
68	0.02068877988
69	0.02046659058
70	0.0201372535
71	0.01969876507
72	0.01936283981
73	0.01900666535
74	0.01883419002
75	0.01858487694
76	0.0184032046
77	0.01822512664
78	0.01794314631
79	0.0174983642
80	0.01734694159
81	0.01713561084
82	0.01703169339
83	0.01686675701
84	0.01674506469
85	0.01643647075
86	0.01633116192
87	0.01622348194
88	0.01610172005
89	0.01598881777
90	0.01565363226
91	0.01552465491
92	0.01532991867
93	0.0152243907
94	0.0149112342
95	0.01465554513
96	0.01434818488
97	0.01419874267
98	0.01412726173
99	0.01405140259
100	0.01391556922
101	0.01377560926
102	0.01367951483
103	0.01357772387
104	0.01342502466
105	0.01323780883
106	0.0131329835
107	0.01293795739
108	0.01282058878
109	0.01266547554
110	0.01260852872
111	0.01245479526
112	0.01238463034
113	0.01231433323
114	0.01215311879
115	0.01193347571
116	0.01187224692
117	0.01180336439
118	0.01173723331
119	0.01167610076
120	0.01155478759
121	0.01149699202
122	0.01141783532
123	0.01135201961
124	0.01119168986
125	0.01106996043
126	0.01099366649
127	0.01092164408
128	0.01088184716
129	0.01078067536
130	0.01074296667
131	0.01053397692
132	0.01048737732
133	0.01039777599
134	0.01036259961
135	0.01024283203
136	0.01019482366
137	0.0101452326
138	0.0100737076
139	0.01002232398
140	0.009954854855
141	0.009867396253
142	0.009826161579
143	0.009713016962
144	0.009598184719
145	0.009556223049
146	0.009472783213
147	0.009437329718
148	0.009408712532
149	0.009355342714
150	0.009325367774
151	0.009263327926
152	0.009229235084
153	0.009114190655
154	0.00908050769
155	0.00904410284
156	0.008976471388
157	0.00892388596
158	0.008858776382
159	0.008788454931
160	0.008686735855
161	0.008618140873
162	0.008590113283
163	0.00850931069
164	0.008434718286
165	0.008299506979
166	0.008269882782
167	0.008245037392
168	0.008226188265
169	0.008196078825
170	0.008162407455
171	0.008112464487
172	0.008082242577
173	0.008002484098
174	0.007959110759
175	0.007884798949
176	0.007845031599
177	0.007818390171
178	0.00778942456
179	0.007756549174
180	0.007688915403
181	0.007664608013
182	0.007586735433
183	0.007569674228
184	0.007511832287
185	0.007487632149
186	0.007462440653
187	0.007440757751
188	0.007414006172
189	0.007402278587
190	0.007389574718
191	0.007352950725
192	0.007314079656
193	0.007280041889
194	0.007226678448
195	0.007175940656
196	0.007149307344
197	0.007135873
198	0.007108936484
199	0.007088035653
