iter	Logloss
0	0.4584137101
1	0.2908654484
2	0.1864894335
3	0.1251016971
4	0.08755627552
5	0.06388960955
6	0.04674638692
7	0.03393393422
8	0.02629353524
9	0.02002580909
10	0.01629348586
11	0.01368171892
12	0.01135938133
13	0.009686723929
14	0.008275091078
15	0.007169881897
16	0.006406450008
17	0.005728179747
18	0.005082964597
19	0.004529456248
20	0.0040731982
21	0.003715769514
22	0.003344055391
23	0.003101059943
24	0.002905051553
25	0.002702042033
26	0.002541237041
27	0.002398533622
28	0.002249378383
29	0.002133401843
30	0.002033952138
31	0.001941853933
32	0.001837771324
33	0.001739734492
34	0.00165171784
35	0.001582607649
36	0.001518674034
37	0.001476927144
38	0.001428643722
39	0.001366975983
40	0.001316136311
41	0.001276208218
42	0.001221002378
43	0.001178739775
44	0.001134774645
45	0.001112662432
46	0.001084001087
47	0.001044306973
48	0.001010791705
49	0.0009832586184
50	0.000961837123
51	0.0009421489319
52	0.0009227713929
53	0.0008999189061
54	0.000880976448
55	0.0008601346206
56	0.0008413377694
57	0.0008271078879
58	0.000814062
59	0.0007979329891
60	0.000780982652
61	0.0007713929936
62	0.0007546853947
63	0.0007415571942
64	0.0007274674601
65	0.0007133852854
66	0.0006969925382
67	0.000687299689
68	0.000678663585
69	0.0006674423131
70	0.0006547712116
71	0.0006438015572
72	0.0006365867254
73	0.0006265238295
74	0.0006177300596
75	0.0006056703031
76	0.0005966519134
77	0.0005887801406
78	0.0005819043984
79	0.000574128797
80	0.0005655768653
81	0.0005600763795
82	0.0005534230373
83	0.0005471870776
84	0.0005401597889
85	0.0005343093546
86	0.0005262829157
87	0.0005213745767
88	0.0005153914343
89	0.0005084405188
90	0.0005009621907
91	0.0004971171661
92	0.0004908021035
93	0.0004834521039
94	0.0004768399779
95	0.0004704918883
96	0.0004647237965
97	0.0004615004361
98	0.0004575306528
99	0.0004512417778
