iter	Logloss
0	0.5002449847
1	0.3534441594
2	0.2567062705
3	0.1784751171
4	0.1429671161
5	0.1166316922
6	0.09572855799
7	0.08020928427
8	0.06618699974
9	0.05669366148
10	0.04940161832
11	0.04362430014
12	0.04034462013
13	0.03742890017
14	0.03500642045
15	0.03223265195
16	0.03001199571
17	0.02741425596
18	0.02501295867
19	0.02370255928
20	0.02192285291
21	0.02042128406
22	0.01955584393
23	0.01909514733
24	0.01800687587
25	0.01724211888
26	0.01635394255
27	0.01590464482
28	0.01522764722
29	0.01480319966
30	0.01456316639
31	0.01374599342
32	0.01285708857
33	0.01235079522
34	0.01191141671
35	0.01120503953
36	0.01091411391
37	0.01033938838
38	0.009793585211
39	0.009621536963
40	0.009287661143
41	0.008991949253
42	0.008556972651
43	0.008403260574
44	0.008071459788
45	0.007829853921
46	0.007589582004
47	0.007293113957
48	0.007185312647
49	0.007031891351
50	0.006628758114
51	0.00635670124
52	0.006267992886
53	0.005977646316
54	0.005823221417
55	0.005777212676
56	0.005425022667
57	0.005289054521
58	0.005221165596
59	0.005071363992
60	0.004921780945
61	0.004800923058
62	0.004622105827
63	0.004471039984
64	0.00435487636
65	0.004195725482
66	0.004103197406
67	0.004063509544
68	0.003962670654
69	0.003825508296
70	0.003743044828
71	0.003697881739
72	0.003613287656
73	0.003484818274
74	0.003364277545
75	0.003262052263
76	0.003225324026
77	0.003184464875
78	0.003113904594
79	0.003072087059
80	0.002951937598
81	0.002906884101
82	0.002829072818
83	0.002720355203
84	0.002704071457
85	0.002654025066
86	0.002623665125
87	0.002571215864
88	0.002462193964
89	0.002419008249
90	0.002364652425
91	0.002313568202
92	0.00227411397
93	0.002237823946
94	0.002158106728
95	0.002132128445
96	0.002085741625
97	0.002013594138
98	0.001964396382
99	0.001946703635
100	0.001926999599
101	0.001867552592
102	0.00182669768
103	0.001786684809
104	0.001741545272
105	0.001732770495
106	0.001713508754
107	0.001688517902
108	0.001629153011
109	0.001608249267
110	0.001587349292
111	0.001552276404
112	0.001530539255
113	0.001523362205
114	0.001485579808
115	0.001457202423
116	0.001445812656
117	0.001434133836
118	0.001410819529
119	0.001397259737
120	0.001349418227
121	0.001340267884
122	0.001323688489
123	0.001305749709
124	0.001296299635
125	0.001287512297
126	0.001253920007
127	0.001220990923
128	0.001207490638
129	0.001192145808
130	0.00118237253
131	0.001137111546
132	0.001130377575
133	0.001122833437
134	0.001116571907
135	0.001083379754
136	0.00105785986
137	0.001038063346
138	0.00102907692
139	0.001012206431
140	0.001002059471
141	0.0009971760903
142	0.0009804817654
143	0.0009768365597
144	0.0009668373457
145	0.0009572359147
146	0.0009487709169
147	0.0009429495626
148	0.0009307370674
149	0.0009251169205
150	0.0009119056109
151	0.0008976725634
152	0.0008842722931
153	0.0008671094526
154	0.0008596042524
155	0.0008455971412
156	0.0008336172553
157	0.0008312986209
158	0.0008190928771
159	0.0008121084767
160	0.0008090565304
161	0.0008029107165
162	0.0007972049996
163	0.0007841756637
164	0.0007782104104
165	0.0007739614255
166	0.0007701394273
167	0.0007672087707
168	0.0007657408911
169	0.0007547414495
170	0.000735843107
171	0.0007307658982
172	0.0007229609673
173	0.0007128096114
174	0.0007088247945
175	0.0006906556816
176	0.0006832346384
177	0.0006765791724
178	0.0006733881944
179	0.0006695722411
180	0.0006658019775
181	0.0006602703053
182	0.0006588336705
183	0.0006489543331
184	0.0006457195888
185	0.0006423032633
186	0.0006352866367
187	0.0006316775823
188	0.0006226950034
189	0.0006106193418
190	0.0006088638604
191	0.0006073479359
192	0.0006043728849
193	0.000598252428
194	0.0005943849756
195	0.0005896734807
196	0.0005870869099
197	0.0005820003198
198	0.0005787901475
199	0.000575810661
