iter	Logloss
0	0.4513741787
1	0.2925469409
2	0.1812297512
3	0.1253841959
4	0.08405648372
5	0.05856053698
6	0.04401089765
7	0.0335361498
8	0.02494903012
9	0.02039395905
10	0.01667925792
11	0.01429203688
12	0.01162479556
13	0.009800081104
14	0.008672442578
15	0.007534002142
16	0.006683508475
17	0.005902374817
18	0.005413652486
19	0.004819231652
20	0.004388734331
21	0.004026439841
22	0.003745852251
23	0.003463246922
24	0.003205985236
25	0.002995955146
26	0.002815393929
27	0.002574091289
28	0.002385740611
29	0.00228046855
30	0.002188573846
31	0.002077320562
32	0.001961715508
33	0.001879980052
34	0.001813797238
35	0.001745025657
36	0.001674680897
37	0.00161999845
38	0.001565401675
39	0.001514800782
40	0.00148343224
41	0.0014449175
42	0.001399578254
43	0.001358498745
44	0.001305221971
45	0.001260765486
46	0.001215256814
47	0.001190892043
48	0.001162053354
49	0.001135418147
50	0.001107602487
51	0.001089065352
52	0.001071084008
53	0.001053875874
54	0.0010284306
55	0.001009351714
56	0.0009809133091
57	0.0009600171265
58	0.0009441121355
59	0.0009248636449
60	0.0009105885275
61	0.0009023717857
62	0.0008889719296
63	0.0008676185282
64	0.0008524143942
65	0.0008310773112
66	0.0008205328386
67	0.0008069903753
68	0.0007928086095
69	0.0007781148497
70	0.0007605985834
71	0.0007527165516
72	0.0007446923326
73	0.0007280572671
74	0.0007145564401
75	0.0006979718902
76	0.0006891963586
77	0.0006801350727
78	0.0006710479892
79	0.0006616835505
80	0.0006544856972
81	0.0006453423387
82	0.000638305091
83	0.0006308186036
84	0.0006247862056
85	0.0006169770072
86	0.0006090311411
87	0.0006015825104
88	0.000591959315
89	0.0005865122244
90	0.0005819936703
91	0.0005751938813
92	0.000566393392
93	0.0005610044361
94	0.0005545202787
95	0.0005470360711
96	0.0005377916817
97	0.0005312940255
98	0.0005270470071
99	0.0005187550921
